iam_role_name,role_owner
role-4262,user-3313
role-4262,user-2084
role-4262,user-3614
role-4262,user-1055
role-4262,user-1788
role-4263,user-3313
role-4263,user-2084
role-4263,user-3614
role-4263,user-1055
role-4263,user-1788
role-4264,user-3313
role-4264,user-2084
role-4264,user-3614
role-4264,user-1055
role-4264,user-1788
role-4265,user-3313
role-4265,user-2084
role-4265,user-3614
role-4265,user-1055
role-4265,user-1788
role-4266,user-3313
role-4266,user-2084
role-4266,user-3614
role-4266,user-1055
role-4266,user-1788
role-4267,user-3313
role-4267,user-2084
role-4267,user-3614
role-4267,user-1055
role-4267,user-1788
role-4268,user-3313
role-4268,user-2084
role-4268,user-3614
role-4268,user-1055
role-4268,user-1788
role-4269,user-3313
role-4269,user-2084
role-4269,user-3614
role-4269,user-1055
role-4269,user-1788
role-4270,user-3313
role-4270,user-717
role-4270,user-2084
role-4270,user-3614
role-4270,user-1055
role-4270,user-1788
role-4271,user-3313
role-4271,user-2084
role-4271,user-3614
role-4271,user-1055
role-4271,user-1788
role-4272,user-3313
role-4272,user-2084
role-4272,user-1055
role-4272,user-1788
role-4273,user-3313
role-4273,user-2084
role-4273,user-1055
role-4273,user-1788
role-4274,user-3313
role-4274,user-2084
role-4274,user-3614
role-4274,user-1055
role-4274,user-1788
role-4275,user-3313
role-4275,user-2084
role-4275,user-3614
role-4275,user-1055
role-4275,user-1788
role-4276,user-3313
role-4276,user-2084
role-4276,user-3614
role-4276,user-1055
role-4276,user-1788
role-4277,user-3313
role-4277,user-717
role-4277,user-2084
role-4277,user-3614
role-4277,user-1055
role-4277,user-1788
role-4278,user-3313
role-4278,user-717
role-4278,user-2084
role-4278,user-3614
role-4278,user-1055
role-4278,user-1788
role-4279,user-3313
role-4279,user-717
role-4279,user-2084
role-4279,user-3614
role-4279,user-1055
role-4279,user-1788
role-4280,user-3313
role-4280,user-2084
role-4280,user-3614
role-4280,user-1055
role-4280,user-1788
role-4281,user-3313
role-4281,user-2084
role-4281,user-3614
role-4281,user-1055
role-4281,user-1788
role-4282,user-3313
role-4282,user-717
role-4282,user-2084
role-4282,user-3614
role-4282,user-1055
role-4282,user-1788
role-4283,user-3313
role-4283,user-717
role-4283,user-2084
role-4283,user-3614
role-4283,user-1055
role-4283,user-1788
role-4284,user-3362
role-4284,user-2868
role-4285,user-3362
role-4285,user-2868
role-4286,user-3362
role-4286,user-2868
role-4287,user-3316
role-4287,user-931
role-4287,user-777
role-4288,user-3316
role-4288,user-931
role-4288,user-777
role-4289,user-3316
role-4289,user-931
role-4289,user-777
role-4290,user-3316
role-4290,user-931
role-4290,user-777
role-4291,user-3316
role-4291,user-931
role-4291,user-777
role-4292,user-3316
role-4292,user-931
role-4292,user-777
role-4293,user-5382
role-4293,user-2210
role-4294,user-5382
role-4294,user-2210
role-4295,user-5382
role-4295,user-2210
role-4296,user-5382
role-4296,user-2210
role-4297,user-5382
role-4297,user-2210
role-4298,user-5382
role-4298,user-2210
role-4299,user-5382
role-4299,user-2210
role-4300,user-5382
role-4300,user-2210
role-4301,user-5382
role-4301,user-2210
role-4302,user-5382
role-4302,user-2210
role-4303,user-5382
role-4303,user-2210
role-4304,user-5382
role-4304,user-2210
role-4305,user-5382
role-4305,user-2210
role-4306,user-5382
role-4306,user-2210
role-4307,user-5382
role-4307,user-2210
role-4308,user-5382
role-4308,user-2210
role-4309,user-5382
role-4309,user-2210
role-4310,user-5382
role-4310,user-2210
role-4311,user-608
role-4311,user-620
role-4312,user-608
role-4312,user-620
role-4313,user-608
role-4313,user-620
role-4314,user-608
role-4314,user-620
role-4315,user-608
role-4315,user-620
role-4316,user-608
role-4316,user-620
role-4317,user-608
role-4317,user-620
role-4318,user-608
role-4318,user-620
role-4319,user-608
role-4319,user-620
role-4320,user-608
role-4320,user-620
role-4321,user-27
role-4321,user-1606
role-4321,user-1325
role-4321,user-2384
role-4321,user-1349
role-4322,user-27
role-4322,user-1606
role-4322,user-1325
role-4322,user-2384
role-4322,user-1349
role-4323,user-1083
role-4323,user-4326
role-4324,user-1083
role-4324,user-4326
role-4325,user-4326
role-4325,#N/A
role-4326,user-4326
role-4326,#N/A
role-4327,user-4326
role-4327,#N/A
role-4328,user-4326
role-4328,#N/A
role-4329,user-2063
role-4329,user-807
role-4330,user-2063
role-4330,user-807
role-4331,user-2063
role-4331,user-807
role-4332,user-2063
role-4332,user-807
role-4333,user-2870
role-4333,user-3239
role-4334,user-2870
role-4334,user-3239
role-4335,user-2870
role-4335,user-3239
role-4336,user-102
role-4336,user-1598
role-4336,user-25
role-4337,user-102
role-4337,user-1598
role-4337,user-25
role-4338,user-102
role-4338,user-1598
role-4338,user-25
role-4339,user-1218
role-4339,#N/A
role-4339,user-2555
role-4339,user-759
role-4340,user-1218
role-4340,#N/A
role-4340,user-2555
role-4340,user-759
role-4341,user-1218
role-4341,#N/A
role-4341,user-2555
role-4341,user-759
role-4342,user-2092
role-4342,user-1645
role-4342,user-2405
role-4342,user-1292
role-4342,user-2027
role-4342,user-5439
role-4342,user-4326
role-4343,user-2092
role-4343,user-1645
role-4343,user-2405
role-4343,user-1292
role-4343,user-2027
role-4344,user-2092
role-4344,user-1645
role-4344,user-2405
role-4344,user-1292
role-4344,user-2027
role-4344,user-4326
role-4345,user-3139
role-4345,user-3365
role-4345,#N/A
role-4345,user-634
role-4345,user-3618
role-4345,user-3414
role-4345,user-4326
role-4345,user-2543
role-4346,user-3414
role-4346,#N/A
role-4346,user-3618
role-4347,user-3139
role-4347,user-3365
role-4347,#N/A
role-4347,user-634
role-4347,user-3618
role-4347,user-3414
role-4347,user-4326
role-4347,user-2543
role-4348,user-3139
role-4348,user-3365
role-4348,user-634
role-4348,user-1969
role-4348,user-4326
role-4348,user-2543
role-4349,user-4326
role-4349,user-1969
role-4350,user-3139
role-4350,user-3365
role-4350,user-634
role-4350,user-1969
role-4350,user-4326
role-4350,user-2543
role-4351,user-3139
role-4351,user-3365
role-4351,#N/A
role-4351,user-634
role-4351,user-4326
role-4351,user-2543
role-4352,#N/A
role-4353,user-3139
role-4353,user-3365
role-4353,#N/A
role-4353,user-634
role-4353,user-4326
role-4353,user-2543
role-4354,user-3139
role-4354,user-3365
role-4354,user-634
role-4354,user-4326
role-4354,user-2543
role-4355,user-3139
role-4355,user-3365
role-4355,user-634
role-4355,user-4326
role-4355,user-2543
role-4356,user-3139
role-4356,user-3365
role-4356,user-634
role-4356,user-4326
role-4356,user-2543
role-4357,user-3139
role-4357,user-3365
role-4357,user-634
role-4357,user-4326
role-4357,user-2543
role-4358,user-4495
role-4358,user-4557
role-4358,user-4503
role-4358,user-1168
role-4358,user-5191
role-4358,user-5083
role-4359,user-4495
role-4359,user-4557
role-4359,user-4503
role-4359,user-1168
role-4359,user-5191
role-4359,user-5083
role-4360,user-4495
role-4360,user-4557
role-4360,user-4503
role-4360,user-1168
role-4360,user-5191
role-4360,user-5083
role-4361,user-1969
role-4361,user-2548
role-4361,user-3818
role-4362,user-1969
role-4362,user-2548
role-4362,user-3818
role-4363,user-1969
role-4363,user-2548
role-4363,user-3818
role-4364,user-4061
role-4364,user-2236
role-4365,user-4061
role-4365,user-2236
role-4366,user-4061
role-4366,user-2236
role-4367,user-3139
role-4367,user-3365
role-4367,user-634
role-4367,user-2919
role-4367,user-4326
role-4367,user-2543
role-4368,user-4326
role-4368,user-2919
role-4369,user-3139
role-4369,user-3365
role-4369,user-634
role-4369,user-2919
role-4369,user-4326
role-4369,user-2543
role-4370,user-3139
role-4370,user-3365
role-4370,user-634
role-4370,user-4326
role-4370,user-2543
role-4371,user-3139
role-4371,user-3365
role-4371,user-634
role-4371,user-4326
role-4371,user-2543
role-4372,user-3139
role-4372,user-3365
role-4372,user-634
role-4372,user-4326
role-4372,user-2543
role-4373,user-3139
role-4373,user-3365
role-4373,user-634
role-4373,user-4326
role-4373,user-2543
role-4373,user-2523
role-4374,user-2523
role-4375,user-3139
role-4375,user-3365
role-4375,user-634
role-4375,user-4326
role-4375,user-2543
role-4375,user-2523
role-4376,user-3139
role-4376,user-3365
role-4376,user-634
role-4376,user-4326
role-4376,user-2543
role-4377,user-3139
role-4377,user-3365
role-4377,user-634
role-4377,user-4326
role-4378,user-3139
role-4378,user-3365
role-4378,user-634
role-4378,user-4326
role-4378,user-2543
role-4379,#N/A
role-4379,user-3365
role-4379,user-634
role-4379,user-817
role-4379,user-4326
role-4379,user-2543
role-4379,user-3139
role-4380,#N/A
role-4380,user-817
role-4381,#N/A
role-4381,user-3365
role-4381,user-634
role-4381,user-817
role-4381,user-4326
role-4381,user-2543
role-4381,user-3139
role-4382,user-1294
role-4382,user-1159
role-4383,user-1294
role-4383,user-1159
role-4384,user-1294
role-4384,user-1159
role-4385,user-3139
role-4385,user-807
role-4385,user-3365
role-4385,user-2063
role-4385,user-634
role-4385,user-4326
role-4385,user-2543
role-4386,user-2063
role-4386,user-807
role-4387,user-3139
role-4387,user-807
role-4387,user-3365
role-4387,user-2063
role-4387,user-634
role-4387,user-4326
role-4387,user-2543
role-4388,user-282
role-4388,user-3365
role-4388,user-634
role-4388,user-4326
role-4388,user-4301
role-4388,user-2543
role-4388,user-3139
role-4389,user-282
role-4389,user-4301
role-4390,user-282
role-4390,user-3365
role-4390,user-634
role-4390,user-4326
role-4390,user-4301
role-4390,user-2543
role-4390,user-3139
role-4391,user-634
role-4391,user-333
role-4392,user-634
role-4392,user-333
role-4393,user-634
role-4393,user-333
role-4394,user-3139
role-4394,user-3365
role-4394,user-634
role-4394,user-1511
role-4394,user-4326
role-4394,user-3211
role-4394,user-2543
role-4395,user-3211
role-4395,user-1511
role-4396,user-3139
role-4396,user-3365
role-4396,user-634
role-4396,user-1511
role-4396,user-4326
role-4396,user-3211
role-4396,user-2543
role-4397,user-3139
role-4397,user-3365
role-4397,user-634
role-4397,user-4326
role-4397,user-2543
role-4398,user-3139
role-4398,user-3365
role-4398,user-634
role-4398,user-4326
role-4398,user-2543
role-4399,user-3139
role-4399,user-3365
role-4399,user-634
role-4399,user-4326
role-4399,user-2543
role-4400,user-3139
role-4400,user-3365
role-4400,user-634
role-4400,user-1950
role-4400,user-4326
role-4400,user-2543
role-4401,user-1950
role-4402,user-3139
role-4402,user-3365
role-4402,user-634
role-4402,user-1950
role-4402,user-4326
role-4402,user-2543
role-4403,user-3139
role-4403,user-3365
role-4403,user-634
role-4403,user-4522
role-4403,user-4326
role-4403,user-2543
role-4404,user-4522
role-4405,user-3139
role-4405,user-3365
role-4405,user-634
role-4405,user-4522
role-4405,user-4326
role-4405,user-2543
role-4406,user-1050
role-4406,user-634
role-4406,user-4326
role-4406,user-2092
role-4407,user-1050
role-4407,user-3365
role-4407,user-634
role-4407,user-4326
role-4407,user-2092
role-4407,user-2543
role-4407,user-3139
role-4408,user-1050
role-4408,user-634
role-4408,user-4326
role-4408,user-2092
role-4409,user-3348
role-4409,user-3365
role-4409,user-634
role-4409,user-4326
role-4409,user-2543
role-4409,user-3139
role-4410,user-3348
role-4411,user-3348
role-4411,user-3365
role-4411,user-634
role-4411,user-4326
role-4411,user-2543
role-4411,user-3139
role-4412,#N/A
role-4413,#N/A
role-4414,#N/A
role-4415,user-6823
role-4415,user-430
role-4416,user-6823
role-4416,user-430
role-4417,user-6823
role-4417,user-430
role-4418,user-3139
role-4418,user-3365
role-4418,user-634
role-4418,user-4326
role-4418,user-2543
role-4419,user-3139
role-4419,user-3365
role-4419,user-634
role-4419,user-4326
role-4419,user-2543
role-4420,user-4326
role-4420,user-3385
role-4421,user-2267
role-4421,user-4326
role-4422,user-4326
role-4422,user-2829
role-4422,user-368
role-4423,user-368
role-4423,user-2829
role-4424,user-4326
role-4424,user-2829
role-4424,user-368
role-4425,user-3139
role-4425,user-3365
role-4425,user-634
role-4425,user-4326
role-4425,user-2543
role-4426,user-3139
role-4426,user-3365
role-4426,user-634
role-4426,user-4326
role-4426,user-2543
role-4427,user-3139
role-4427,user-3365
role-4427,user-634
role-4427,user-4326
role-4427,user-2543
role-4428,user-210
role-4428,user-1527
role-4429,user-210
role-4429,user-1527
role-4430,user-210
role-4430,user-1527
role-4431,user-3139
role-4431,user-3365
role-4431,user-634
role-4431,user-4326
role-4431,user-2543
role-4432,user-3139
role-4432,user-3365
role-4432,user-634
role-4432,user-4326
role-4432,user-2543
role-4433,user-3139
role-4433,user-3365
role-4433,user-634
role-4433,user-4326
role-4433,user-2543
role-4434,user-3139
role-4434,user-3365
role-4434,user-634
role-4434,user-2061
role-4434,user-4326
role-4434,user-2543
role-4435,user-4668
role-4435,user-1165
role-4436,user-3139
role-4436,user-3365
role-4436,user-634
role-4436,user-2061
role-4436,user-4326
role-4436,user-2543
role-4437,user-3328
role-4437,user-5812
role-4437,user-1634
role-4437,user-1319
role-4438,user-3328
role-4438,user-5812
role-4438,user-1634
role-4438,user-1319
role-4439,user-3328
role-4439,user-5812
role-4439,user-1634
role-4439,user-1319
role-4440,user-3316
role-4440,user-3365
role-4440,user-634
role-4440,user-931
role-4440,user-4326
role-4440,user-2543
role-4440,user-3139
role-4440,user-777
role-4441,user-3316
role-4441,user-931
role-4441,user-777
role-4442,user-3316
role-4442,user-3365
role-4442,user-634
role-4442,user-931
role-4442,user-4326
role-4442,user-2543
role-4442,user-3139
role-4442,user-777
role-4443,user-130
role-4443,user-3365
role-4443,user-634
role-4443,user-4326
role-4443,user-2543
role-4443,user-3139
role-4444,user-130
role-4445,user-130
role-4445,user-3365
role-4445,user-634
role-4445,user-4326
role-4445,user-2543
role-4445,user-3139
role-4446,user-846
role-4446,user-3365
role-4446,user-634
role-4446,user-4326
role-4446,user-2543
role-4446,user-3139
role-4446,user-5975
role-4447,user-846
role-4447,user-5975
role-4448,user-846
role-4448,user-3365
role-4448,user-634
role-4448,user-4326
role-4448,user-2543
role-4448,user-3139
role-4448,user-5975
role-4449,user-3945
role-4449,user-5367
role-4450,user-3945
role-4450,user-5367
role-4451,user-3945
role-4451,user-5367
role-4452,user-3139
role-4452,user-3365
role-4452,user-5340
role-4452,user-634
role-4452,user-4326
role-4452,user-2543
role-4453,user-1407
role-4453,user-191
role-4453,user-5340
role-4454,user-3139
role-4454,user-3365
role-4454,user-5340
role-4454,user-634
role-4454,user-4326
role-4454,user-2543
role-4455,#N/A
role-4455,user-4206
role-4456,#N/A
role-4456,user-4206
role-4457,#N/A
role-4457,user-4206
role-4458,user-6598
role-4458,user-2780
role-4459,user-6598
role-4459,user-2780
role-4460,user-6598
role-4460,user-2780
role-4461,user-6626
role-4461,user-3365
role-4461,user-634
role-4461,user-1676
role-4461,user-4326
role-4461,user-2543
role-4461,user-3139
role-4462,user-6626
role-4462,user-1676
role-4463,user-6626
role-4463,user-3365
role-4463,user-634
role-4463,user-1676
role-4463,user-4326
role-4463,user-2543
role-4463,user-3139
role-4464,user-2758
role-4464,user-4315
role-4465,user-2758
role-4465,user-4315
role-4466,user-2758
role-4466,user-4315
role-4466,user-634
role-4467,user-1499
role-4467,#N/A
role-4467,user-1010
role-4468,user-1499
role-4468,#N/A
role-4468,user-1010
role-4469,user-1499
role-4469,#N/A
role-4469,user-1010
role-4470,user-3139
role-4470,user-3365
role-4470,user-634
role-4470,user-4326
role-4470,user-2543
role-4471,user-3139
role-4471,user-3365
role-4471,user-634
role-4471,user-4326
role-4471,user-2543
role-4472,user-4070
role-4472,user-5099
role-4472,user-3841
role-4472,user-3663
role-4473,user-4070
role-4473,user-5099
role-4473,user-3841
role-4473,user-3663
role-4474,user-4070
role-4474,user-5099
role-4474,user-3841
role-4474,user-3663
role-4475,user-2392
role-4475,user-634
role-4475,user-4326
role-4476,user-2392
role-4477,user-2392
role-4477,user-634
role-4477,user-4326
role-4478,user-2741
role-4478,user-3365
role-4478,user-634
role-4478,user-4326
role-4478,user-2543
role-4478,user-3139
role-4479,user-2741
role-4479,user-3365
role-4479,user-634
role-4479,user-4326
role-4479,user-3139
role-4480,user-2741
role-4480,user-3365
role-4480,user-634
role-4480,user-4326
role-4480,user-2543
role-4480,user-3139
role-4481,user-3139
role-4481,user-3365
role-4481,user-634
role-4481,user-4326
role-4481,user-2543
role-4482,user-3139
role-4482,user-3365
role-4482,user-634
role-4482,user-4326
role-4482,user-2543
role-4483,user-3139
role-4483,user-3365
role-4483,user-634
role-4483,user-4326
role-4483,user-2543
role-4484,user-2665
role-4484,user-5697
role-4484,user-2218
role-4485,user-2665
role-4485,user-5697
role-4485,user-2218
role-4486,#N/A
role-4486,user-3365
role-4486,user-634
role-4486,user-4326
role-4486,user-2543
role-4486,user-3139
role-4487,#N/A
role-4488,#N/A
role-4488,user-3365
role-4488,user-634
role-4488,user-4326
role-4488,user-2543
role-4488,user-3139
role-4489,user-228
role-4489,user-3365
role-4489,#N/A
role-4489,user-5642
role-4489,user-634
role-4489,user-4326
role-4489,user-2543
role-4489,user-3139
role-4490,user-228
role-4490,#N/A
role-4490,user-5642
role-4491,user-228
role-4491,user-3365
role-4491,#N/A
role-4491,user-5642
role-4491,user-634
role-4491,user-4326
role-4491,user-2543
role-4491,user-3139
role-4492,user-669
role-4492,#N/A
role-4492,user-23
role-4492,user-810
role-4492,user-4755
role-4493,user-669
role-4493,#N/A
role-4493,user-23
role-4493,user-810
role-4493,user-4755
role-4494,user-669
role-4494,#N/A
role-4494,user-23
role-4494,user-810
role-4494,user-4755
role-4495,user-3139
role-4495,user-3365
role-4495,user-634
role-4495,user-1264
role-4495,user-4326
role-4495,user-2543
role-4496,user-1264
role-4497,user-3139
role-4497,user-3365
role-4497,user-634
role-4497,user-1264
role-4497,user-4326
role-4497,user-2543
role-4498,user-3139
role-4498,user-3365
role-4498,user-634
role-4498,user-1810
role-4498,user-4326
role-4498,user-2369
role-4498,user-2543
role-4499,user-2369
role-4499,user-1810
role-4500,user-3139
role-4500,user-3365
role-4500,user-634
role-4500,user-1810
role-4500,user-4326
role-4500,user-2369
role-4500,user-2543
role-4501,#N/A
role-4502,#N/A
role-4503,#N/A
role-4504,user-3139
role-4504,user-3365
role-4504,user-634
role-4504,user-493
role-4504,user-4326
role-4504,user-2672
role-4504,user-2543
role-4505,user-2672
role-4505,user-493
role-4506,user-3139
role-4506,user-3365
role-4506,user-634
role-4506,user-493
role-4506,user-4326
role-4506,user-2672
role-4506,user-2543
role-4507,#N/A
role-4507,user-5854
role-4508,#N/A
role-4508,user-5854
role-4509,#N/A
role-4509,user-5854
role-4510,user-4468
role-4510,user-3365
role-4510,user-1555
role-4510,user-634
role-4510,user-4326
role-4510,user-2543
role-4510,user-3139
role-4511,user-4468
role-4511,user-1555
role-4512,user-4468
role-4512,user-3365
role-4512,user-1555
role-4512,user-634
role-4512,user-4326
role-4512,user-2543
role-4512,user-3139
role-4513,user-3793
role-4513,user-3365
role-4513,user-1555
role-4513,user-634
role-4513,user-4326
role-4513,user-2543
role-4513,user-3139
role-4513,user-4468
role-4514,user-3793
role-4514,user-1555
role-4514,user-4468
role-4515,user-3793
role-4515,user-3365
role-4515,user-1555
role-4515,user-634
role-4515,user-4326
role-4515,user-2543
role-4515,user-3139
role-4515,user-4468
role-4516,user-4468
role-4516,user-3365
role-4516,user-634
role-4516,user-4326
role-4516,user-2543
role-4516,user-3139
role-4516,user-71
role-4517,user-4468
role-4517,user-71
role-4518,user-4468
role-4518,user-3365
role-4518,user-634
role-4518,user-4326
role-4518,user-2543
role-4518,user-3139
role-4518,user-71
role-4519,#N/A
role-4519,user-3365
role-4519,user-634
role-4519,user-3991
role-4519,user-4326
role-4519,user-2543
role-4519,user-3139
role-4520,#N/A
role-4520,user-3991
role-4521,#N/A
role-4521,user-3365
role-4521,user-634
role-4521,user-3991
role-4521,user-4326
role-4521,user-2543
role-4521,user-3139
role-4522,user-4326
role-4522,user-307
role-4523,user-4326
role-4523,user-307
role-4524,user-4326
role-4524,user-307
role-4525,user-2602
role-4525,user-1658
role-4526,user-2602
role-4526,user-1658
role-4527,user-2602
role-4527,user-1658
role-4528,user-3139
role-4528,user-178
role-4528,user-3365
role-4528,user-634
role-4528,user-3599
role-4528,user-4913
role-4528,user-4326
role-4528,user-2543
role-4529,user-4913
role-4529,user-178
role-4529,user-3599
role-4530,user-3139
role-4530,user-178
role-4530,user-3365
role-4530,user-634
role-4530,user-3599
role-4530,user-4913
role-4530,user-4326
role-4530,user-2543
role-4531,user-3139
role-4531,user-3365
role-4531,user-634
role-4531,user-4326
role-4531,user-2543
role-4532,user-3139
role-4532,user-3365
role-4532,user-634
role-4532,user-4326
role-4532,user-2543
role-4533,user-3139
role-4533,user-3365
role-4533,user-634
role-4533,user-4326
role-4533,user-2543
role-4534,user-3139
role-4534,user-178
role-4534,user-3365
role-4534,user-634
role-4534,user-4913
role-4534,user-4326
role-4534,user-2543
role-4535,user-4913
role-4535,user-178
role-4536,user-3139
role-4536,user-178
role-4536,user-3365
role-4536,user-634
role-4536,user-4913
role-4536,user-4326
role-4536,user-2543
role-4537,user-3139
role-4537,user-3365
role-4537,user-634
role-4537,user-3577
role-4537,user-3625
role-4537,user-4326
role-4537,user-2543
role-4538,user-3625
role-4538,user-3577
role-4539,user-3139
role-4539,user-3365
role-4539,user-634
role-4539,user-3577
role-4539,user-3625
role-4539,user-4326
role-4539,user-2543
role-4540,user-2097
role-4540,user-347
role-4541,user-5463
role-4541,user-347
role-4542,user-5463
role-4542,user-347
role-4543,user-3139
role-4543,user-3365
role-4543,user-5983
role-4543,user-634
role-4543,user-4326
role-4543,#N/A
role-4543,user-2543
role-4544,#N/A
role-4544,user-5983
role-4545,user-3139
role-4545,user-3365
role-4545,user-5983
role-4545,user-634
role-4545,user-4326
role-4545,#N/A
role-4545,user-2543
role-4546,user-4326
role-4546,#N/A
role-4547,#N/A
role-4548,user-4326
role-4548,#N/A
role-4549,user-3139
role-4549,user-3365
role-4549,user-5983
role-4549,user-634
role-4549,user-4326
role-4549,#N/A
role-4549,user-2543
role-4550,#N/A
role-4551,user-3139
role-4551,user-3365
role-4551,user-5983
role-4551,user-634
role-4551,user-4326
role-4551,#N/A
role-4551,user-2543
role-4552,user-3139
role-4552,user-3365
role-4552,user-634
role-4552,user-893
role-4552,user-4326
role-4552,user-2543
role-4553,user-893
role-4554,user-3139
role-4554,user-3365
role-4554,user-634
role-4554,user-893
role-4554,user-4326
role-4554,user-2543
role-4555,user-3139
role-4555,user-3365
role-4555,user-634
role-4555,user-893
role-4555,user-4326
role-4555,user-2543
role-4556,user-846
role-4556,#N/A
role-4557,user-3139
role-4557,user-3365
role-4557,user-634
role-4557,user-893
role-4557,user-4326
role-4557,user-2543
role-4558,#N/A
role-4558,user-1294
role-4559,#N/A
role-4559,user-1294
role-4560,#N/A
role-4560,user-1294
role-4561,user-3139
role-4561,user-3365
role-4561,user-634
role-4561,user-893
role-4561,user-4326
role-4561,user-2543
role-4562,#N/A
role-4562,user-1264
role-4563,user-3139
role-4563,user-3365
role-4563,user-634
role-4563,user-893
role-4563,user-4326
role-4563,user-2543
role-4564,user-5083
role-4564,user-4866
role-4564,user-4503
role-4564,user-5462
role-4565,user-5083
role-4565,user-4866
role-4565,user-4503
role-4565,user-5462
role-4566,user-5083
role-4566,user-4866
role-4566,user-4503
role-4566,user-5462
role-4567,user-2035
role-4567,user-5021
role-4567,user-5467
role-4567,user-993
role-4567,user-3257
role-4568,user-2035
role-4568,user-5021
role-4568,user-993
role-4568,user-3257
role-4569,user-2035
role-4569,user-5021
role-4569,user-993
role-4569,user-3257
role-4570,user-4326
role-4570,user-893
role-4571,user-334
role-4571,user-2670
role-4572,user-4326
role-4572,user-893
role-4573,user-5556
role-4573,#N/A
role-4574,user-5556
role-4574,#N/A
role-4575,user-5556
role-4575,#N/A
role-4576,user-3139
role-4576,user-3365
role-4576,user-634
role-4576,user-893
role-4576,user-4326
role-4576,user-2543
role-4577,user-6646
role-4577,user-3365
role-4577,user-634
role-4577,user-3403
role-4577,user-4326
role-4577,user-2543
role-4577,user-3139
role-4578,user-6646
role-4578,user-3403
role-4579,user-6646
role-4579,user-3365
role-4579,user-634
role-4579,user-3403
role-4579,user-4326
role-4579,user-2543
role-4579,user-3139
role-4580,user-3139
role-4580,user-3365
role-4580,user-634
role-4580,user-4326
role-4580,user-2543
role-4581,user-3139
role-4581,user-3365
role-4581,user-634
role-4581,user-4326
role-4582,user-3139
role-4582,user-3365
role-4582,user-634
role-4582,user-4326
role-4582,user-2543
role-4583,user-6646
role-4583,user-3662
role-4584,user-3139
role-4584,user-3365
role-4584,user-634
role-4584,user-893
role-4584,user-4326
role-4584,user-2543
role-4585,user-3510
role-4585,user-6128
role-4586,user-3510
role-4586,user-6128
role-4587,user-3510
role-4587,user-6128
role-4588,user-3139
role-4588,user-3365
role-4588,user-634
role-4588,user-4326
role-4588,user-2543
role-4589,user-410
role-4589,user-1663
role-4590,user-3139
role-4590,user-3365
role-4590,user-634
role-4590,user-4326
role-4590,user-2543
role-4591,user-6680
role-4591,user-1652
role-4591,user-4326
role-4592,user-6680
role-4592,user-1652
role-4593,user-6680
role-4593,user-1652
role-4593,user-4326
role-4594,user-4326
role-4594,user-1652
role-4595,user-6680
role-4595,user-1652
role-4596,user-4326
role-4596,user-1652
role-4597,user-2232
role-4597,user-3831
role-4598,user-2232
role-4598,user-3831
role-4599,user-2232
role-4599,user-3831
role-4600,user-3139
role-4600,user-3365
role-4600,user-634
role-4600,user-4326
role-4600,user-2543
role-4601,user-518
role-4601,user-1002
role-4602,user-3139
role-4602,user-3365
role-4602,user-634
role-4602,user-4326
role-4602,user-2543
role-4603,user-4751
role-4603,user-3365
role-4603,user-634
role-4603,user-4326
role-4603,user-4393
role-4603,user-2543
role-4603,user-3139
role-4604,user-4751
role-4604,user-4393
role-4605,user-4751
role-4605,user-3365
role-4605,user-634
role-4605,user-4326
role-4605,user-4393
role-4605,user-2543
role-4605,user-3139
role-4606,user-3139
role-4606,user-3365
role-4606,user-634
role-4606,user-4326
role-4606,user-2543
role-4607,user-3793
role-4607,user-4326
role-4608,user-3139
role-4608,user-3365
role-4608,user-634
role-4608,user-4326
role-4608,user-2543
role-4609,user-3139
role-4609,user-3365
role-4609,user-634
role-4609,user-4326
role-4609,user-2543
role-4610,user-4326
role-4610,user-985
role-4611,user-3139
role-4611,user-3365
role-4611,user-634
role-4611,user-4326
role-4611,user-2543
role-4612,user-3242
role-4612,user-2247
role-4613,user-3242
role-4613,user-2247
role-4614,user-3242
role-4614,user-2247
role-4615,user-3139
role-4615,user-3365
role-4615,user-634
role-4615,user-2775
role-4615,user-5827
role-4615,user-4326
role-4615,user-2543
role-4616,user-5827
role-4616,user-2775
role-4617,user-3139
role-4617,user-3365
role-4617,user-634
role-4617,user-2775
role-4617,user-5827
role-4617,user-4326
role-4617,user-2543
role-4618,user-2049
role-4618,user-3365
role-4618,user-2915
role-4618,user-634
role-4618,user-4326
role-4618,user-2543
role-4618,user-3139
role-4619,user-5295
role-4619,user-3204
role-4620,user-2049
role-4620,user-3365
role-4620,user-2915
role-4620,user-634
role-4620,user-4326
role-4620,user-2543
role-4620,user-3139
role-4621,user-3139
role-4621,user-3365
role-4621,user-6735
role-4621,user-634
role-4621,user-4326
role-4621,user-2543
role-4622,user-4326
role-4622,user-6735
role-4623,user-3139
role-4623,user-3365
role-4623,user-6735
role-4623,user-634
role-4623,user-4326
role-4623,user-2543
role-4624,user-4326
role-4624,user-634
role-4625,user-4326
role-4625,user-634
role-4626,user-3139
role-4626,user-3365
role-4626,user-634
role-4626,user-2295
role-4626,user-4326
role-4626,user-2543
role-4627,user-2295
role-4627,user-6378
role-4628,user-3139
role-4628,user-3365
role-4628,user-634
role-4628,user-2295
role-4628,user-4326
role-4628,user-2543
role-4629,user-3139
role-4629,user-3365
role-4629,user-634
role-4629,user-5948
role-4629,user-7072
role-4629,user-4326
role-4629,user-2543
role-4630,user-7072
